title,url
Data Science Institute in Mumbai,https://www.eventbrite.com/e/data-science-institute-in-mumbai-tickets-1973121186584?aff=ebdssbdestsearch
staaake Global Dinner Club for Founders & Creators (One time in Kolkata),https://www.eventbrite.ch/e/staaake-global-dinner-club-for-founders-creators-one-time-in-kolkata-tickets-1978760213064?aff=ebdssbdestsearch
Launch of the book of Heritage Futures,https://www.eventbrite.com/e/launch-of-the-book-of-heritage-futures-tickets-1979841139143?aff=ebdssbdestsearch
Indus Engitech Expo 2026  Ranchi,https://www.eventbrite.com/e/indus-engitech-expo-2026-ranchi-tickets-1377198049439?aff=ebdssbdestsearch
Virtual Career Fair | Job Fair 2026 | Startup Matchmaking,https://www.eventbrite.co.uk/e/virtual-career-fair-job-fair-2026-startup-matchmaking-tickets-1980322068616?aff=ebdssbdestsearch
Brodcom Spring Boot Certification Exam preparation,https://www.eventbrite.com/e/brodcom-spring-boot-certification-exam-preparation-tickets-1980370474399?aff=ebdssbdestsearch
Generative AI for Society and Workplace | Delhi,https://www.eventbrite.com.au/e/generative-ai-for-society-and-workplace-delhi-tickets-1147816924319?aff=ebdssbdestsearch
Wellfest India 2026,https://www.eventbrite.co.uk/e/wellfest-india-2026-tickets-1979303937358?aff=ebdssbdestsearch
Best Coaching for NEET in Hyderabad,https://www.eventbrite.com/e/best-coaching-for-neet-in-hyderabad-tickets-1411447921729?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Mumbai | Online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-mumbai-online-tickets-1374180654329?aff=ebdssbdestsearch
8th edition - EPCI in Oil & Gas Conference 2026,https://www.eventbrite.com/e/8th-edition-epci-in-oil-gas-conference-2026-tickets-1978872660397?aff=ebdssbdestsearch
Generative AI Training Free DEMO Course,https://www.eventbrite.com/e/generative-ai-training-free-demo-course-tickets-1980248114417?aff=ebdssbdestsearch
Data science offline classes Bangalore,https://www.eventbrite.com/e/data-science-offline-classes-bangalore-tickets-1979965107937?aff=ebdssbdestsearch
IFEX 2026,https://www.eventbrite.co.uk/e/ifex-2026-tickets-1979106181866?aff=ebdssbdestsearch
Top Data science  institute in Coimbatore,https://www.eventbrite.com/e/top-data-science-institute-in-coimbatore-tickets-1975739539147?aff=ebdssbdestsearch
DataMites Data Science Courses in Hyderabad,https://www.eventbrite.com/e/datamites-data-science-courses-in-hyderabad-tickets-1980358480525?aff=ebdssbdestsearch
DataMites Python Course in Pune,https://www.eventbrite.com/e/datamites-python-course-in-pune-tickets-1980766387586?aff=ebdssbdestsearch
Test Bug Creation,https://www.eventbrite.com/e/test-bug-creation-tickets-1780253117999?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Kochi | Online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-kochi-online-tickets-1374174606239?aff=ebdssbdestsearch
Delhi Social and Political Walk,https://www.eventbrite.es/e/delhi-social-and-political-walk-tickets-1278009804729?aff=ebdssbdestsearch
Harnessing AI for Marketing Innovation | Bangalore,https://www.eventbrite.com.au/e/harnessing-ai-for-marketing-innovation-bangalore-tickets-1052207810887?aff=ebdssbdestsearch
"NUS-ISS Graduate Programmes: Preview, Entrance Test & Interview: CHENNAI",https://www.eventbrite.sg/e/nus-iss-graduate-programmes-preview-entrance-test-interview-chennai-tickets-1847161051429?aff=ebdssbdestsearch
Startup Awards 2026,https://www.eventbrite.com/e/startup-awards-2026-tickets-1977764161848?aff=ebdssbdestsearch
"Data Analytics Course FREE DEMO On 19, 20 DEC, 2025",https://www.eventbrite.com/e/data-analytics-course-free-demo-on-19-20-dec-2025-tickets-1978395540318?aff=ebdssbdestsearch
Test Automation Summit | Bangalore| 2026,https://www.eventbrite.com/e/test-automation-summit-bangalore-2026-tickets-1963091760300?aff=ebdssbdestsearch
Side Event: staaake Reverse Network Closing Power Walk at AI Dev Conference,https://www.eventbrite.ch/e/side-event-staaake-reverse-network-closing-power-walk-at-ai-dev-conference-tickets-1979181237359?aff=ebdssbdestsearch
Oracle Java 21 Certification Exam preparation,https://www.eventbrite.com/e/oracle-java-21-certification-exam-preparation-tickets-1980363784389?aff=ebdssbdestsearch
Bharat Steel Show 2026 Ranchi,https://www.eventbrite.com/e/bharat-steel-show-2026-ranchi-tickets-1377221690149?aff=ebdssbdestsearch
Analog Interaction with Light Art,https://www.eventbrite.com/e/analog-interaction-with-light-art-tickets-1979966150054?aff=ebdssbdestsearch
Full Stack Developer Course Training in Bangalore,https://www.eventbrite.com/e/full-stack-developer-course-training-in-bangalore-tickets-1220357535239?aff=ebdssbdestsearch
DataMites Data Science Course in Chennai,https://www.eventbrite.com/e/datamites-data-science-course-in-chennai-tickets-1980168071005?aff=ebdssbdestsearch
Raspberry Pi Hands-On Build Day: IoT & Automation Workshop,https://www.eventbrite.com/e/raspberry-pi-hands-on-build-day-iot-automation-workshop-tickets-1977178796003?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Indore | Online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-indore-online-tickets-1593174962199?aff=ebdssbdestsearch
Holi Utsav 2026 - A Cultural Holi Experience in Delhi,https://www.eventbrite.com/e/holi-utsav-2026-a-cultural-holi-experience-in-delhi-tickets-1980684400360?aff=ebdssbdestsearch
"Apex Venture & Tech Connect Days in Bengaluru, India",https://www.eventbrite.com/e/apex-venture-tech-connect-days-in-bengaluru-india-tickets-1979008418453?aff=ebdssbdestsearch
SFE India Event: what Curtain Wall System to use and where to use them,https://www.eventbrite.co.uk/e/sfe-india-event-what-curtain-wall-system-to-use-and-where-to-use-them-tickets-1980071710789?aff=ebdssbdestsearch
India Tech Summit,https://www.eventbrite.com/e/india-tech-summit-tickets-97765875365?aff=ebdssbdestsearch
Gujarat Medical Expo 2026,https://www.eventbrite.com/e/gujarat-medical-expo-2026-tickets-1980364091307?aff=ebdssbdestsearch
ISTF Expo 2026,https://www.eventbrite.com/e/istf-expo-2026-tickets-1969105843585?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Ahmedabad | Online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-ahmedabad-online-tickets-1593187810629?aff=ebdssbdestsearch
