title,date_text,mode_clean,price_clean,content,url
Power Connect Solar Expo,Feb 6 at 11am to Feb 8 at 7pm GMT+5:30,online,free,Power Connect Solar Expo price free mode online,https://www.eventbrite.com/e/power-connect-solar-expo-tickets-1977761494871?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Puducherry | Online,Jan 21 from 12:30pm to 1:30pm GMT+5:30,online,free,Join Biggest Community | Investors Founders | Puducherry | Online price free mode online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-puducherry-online-tickets-1374193703359?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Lucknow | Online,Jan 21 from 12:30pm to 1:30pm GMT+5:30,online,free,Join Biggest Community | Investors Founders | Lucknow | Online price free mode online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-lucknow-online-tickets-1593182444579?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Thrissur | Online,Jan 21 from 12:30pm to 1:30pm GMT+5:30,online,free,Join Biggest Community | Investors Founders | Thrissur | Online price free mode online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-thrissur-online-tickets-1357336432809?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Jaipur | Online,Jan 21 from 12:30pm to 1:30pm GMT+5:30,online,free,Join Biggest Community | Investors Founders | Jaipur | Online price free mode online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-jaipur-online-tickets-1975080053608?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Indore | Online,Jan 21 from 12:30pm to 1:30pm GMT+5:30,online,free,Join Biggest Community | Investors Founders | Indore | Online price free mode online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-indore-online-tickets-1593174962199?aff=ebdssbdestsearch
Azure Data Engineer Training in Hyderabad | Ameerpet | Version IT Institute,Jan 22 from 7:30am to 9:30am GMT+5:30,online,free,Azure Data Engineer Training in Hyderabad | Ameerpet | Version IT Institute price free mode online,https://www.eventbrite.com/e/azure-data-engineer-training-in-hyderabad-ameerpet-version-it-institute-tickets-1980081257343?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Nagpur | Online,Jan 21 from 12:30pm to 1:30pm GMT+5:30,online,free,Join Biggest Community | Investors Founders | Nagpur | Online price free mode online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-nagpur-online-tickets-1975080022515?aff=ebdssbdestsearch
Bharat Shiksha Expo 2026,Apr 23 from 10am to 5pm GMT+5:30,online,free,Bharat Shiksha Expo 2026 price free mode online,https://www.eventbrite.com/e/bharat-shiksha-expo-2026-tickets-1976312528975?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Chandigarh | Online,Jan 21 from 12:30pm to 1:30pm GMT+5:30,online,free,Join Biggest Community | Investors Founders | Chandigarh | Online price free mode online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-chandigarh-online-tickets-1593194881779?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Kanpur | Online,Jan 21 from 12:30pm to 1:30pm GMT+5:30,online,free,Join Biggest Community | Investors Founders | Kanpur | Online price free mode online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-kanpur-online-tickets-1593191050319?aff=ebdssbdestsearch
GITA FOR YOUTH | Personality Enrichment | FOLK Exclusive | Youth Motivation,unknown,online,paid,GITA FOR YOUTH | Personality Enrichment | FOLK Exclusive | Youth Motivation price paid mode online,https://www.eventbrite.com/e/gita-for-youth-personality-enrichment-folk-exclusive-youth-motivation-tickets-253552912587?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Goa | Online,Jan 21 from 12:30pm to 1:30pm GMT+5:30,online,free,Join Biggest Community | Investors Founders | Goa | Online price free mode online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-goa-online-tickets-1975079795837?aff=ebdssbdestsearch
Pharmac South - 11th Edition,Jun 4 at 10am to Jun 5 at 6pm GMT+5:30,online,free,Pharmac South - 11th Edition price free mode online,https://www.eventbrite.com/e/pharmac-south-11th-edition-tickets-1975080149896?aff=ebdssbdestsearch
Side Event: staaake Reverse Network Closing Power Walk at AI Dev Conference,unknown,online,free,Side Event: staaake Reverse Network Closing Power Walk at AI Dev Conference price free mode online,https://www.eventbrite.ch/e/side-event-staaake-reverse-network-closing-power-walk-at-ai-dev-conference-tickets-1979181237359?aff=ebdssbdestsearch
Ui/Ux Designing with AI Free Scholarship Test,Jan 25 from 10:30am to 2pm GMT+5:30,online,free,Ui/Ux Designing with AI Free Scholarship Test price free mode online,https://www.eventbrite.com/e/uiux-designing-with-ai-free-scholarship-test-tickets-1980302054754?aff=ebdssbdestsearch
Eldercare India Expo 2026,unknown,online,free,Eldercare India Expo 2026 price free mode online,https://www.eventbrite.co.uk/e/eldercare-india-expo-2026-tickets-1978883884970?aff=ebdssbdestsearch
Event 2,unknown,online,free,Event 2 price free mode online,https://www.eventbrite.co.uk/e/event-2-tickets-1979212653325?aff=ebdssbdestsearch
"Electric Exhibition 2026 – Ahmedabad | Power, Innovation & Future Techno",unknown,online,free,"Electric Exhibition 2026 – Ahmedabad | Power, Innovation & Future Techno price free mode online",https://www.eventbrite.com.au/e/electric-exhibition-2026-ahmedabad-power-innovation-future-techno-tickets-1977010987082?aff=ebdssbdestsearch
ISTF Expo 2026,unknown,online,free,ISTF Expo 2026 price free mode online,https://www.eventbrite.com/e/istf-expo-2026-tickets-1969105843585?aff=ebdssbdestsearch
EAW Global Aqua Expo 2026,Aug 6 from 10am to 6pm GMT+5:30,online,free,EAW Global Aqua Expo 2026 price free mode online,https://www.eventbrite.com/e/eaw-global-aqua-expo-2026-tickets-1771350590299?aff=ebdssbdestsearch
India International Cargo Show: IICS 2026,unknown,online,free,India International Cargo Show: IICS 2026 price free mode online,https://www.eventbrite.com/e/india-international-cargo-show-iics-2026-tickets-1979509020768?aff=ebdssbdestsearch
Fire & Security India Expo (FSIE) 2026 - Mumbai Exhibition,unknown,online,free,Fire & Security India Expo (FSIE) 2026 - Mumbai Exhibition price free mode online,https://www.eventbrite.com/e/fire-security-india-expo-fsie-2026-mumbai-exhibition-tickets-1970088485694?aff=ebdssbdestsearch
Holi Utsav 2026 - A Cultural Holi Experience in Delhi,Mar 4 from 10am to 4:30pm GMT+5:30,online,free,Holi Utsav 2026 - A Cultural Holi Experience in Delhi price free mode online,https://www.eventbrite.com/e/holi-utsav-2026-a-cultural-holi-experience-in-delhi-tickets-1980684400360?aff=ebdssbdestsearch
7th Expo Paint & Coatings Chennai 2026,unknown,online,free,7th Expo Paint & Coatings Chennai 2026 price free mode online,https://www.eventbrite.ie/e/7th-expo-paint-coatings-chennai-2026-tickets-1779504137779?aff=ebdssbdestsearch
Dubai Property Expo | Free Ticket for Smart Homes from ₹2 Cr,Jan 25 from 10am to 7pm GMT+5:30,online,free,Dubai Property Expo | Free Ticket for Smart Homes from ₹2 Cr price free mode online,https://www.eventbrite.com/e/dubai-property-expo-free-ticket-for-smart-homes-from-2-cr-tickets-1980767294298?aff=ebdssbdestsearch
The Gypsy Travel Festival,unknown,online,free,The Gypsy Travel Festival price free mode online,https://www.eventbrite.com/e/the-gypsy-travel-festival-tickets-1980243949961?aff=ebdssbdestsearch
Founders Running Club :: Mumbai,unknown,online,free,Founders Running Club :: Mumbai price free mode online,https://www.eventbrite.com/e/founders-running-club-mumbai-tickets-1394837349059?aff=ebdssbdestsearch
Launch of the book of Heritage Futures,Jan 29 from 4pm to 6pm GMT+5:30,online,free,Launch of the book of Heritage Futures price free mode online,https://www.eventbrite.com/e/launch-of-the-book-of-heritage-futures-tickets-1979841139143?aff=ebdssbdestsearch
Pipes & Tubes Expo 2026,unknown,online,free,Pipes & Tubes Expo 2026 price free mode online,https://www.eventbrite.ie/e/pipes-tubes-expo-2026-tickets-1977018398249?aff=ebdssbdestsearch
Best Coaching for NEET in Hyderabad,unknown,online,free,Best Coaching for NEET in Hyderabad price free mode online,https://www.eventbrite.com/e/best-coaching-for-neet-in-hyderabad-tickets-1411447921729?aff=ebdssbdestsearch
8th edition - EPCI in Oil & Gas Conference 2026,Aug 12 from 9:30am to 4:30pm GMT+5:30,online,free,8th edition - EPCI in Oil & Gas Conference 2026 price free mode online,https://www.eventbrite.com/e/8th-edition-epci-in-oil-gas-conference-2026-tickets-1978872660397?aff=ebdssbdestsearch
Learn How To Achieve Your 100% Mind Potential,unknown,online,free,Learn How To Achieve Your 100% Mind Potential price free mode online,https://www.eventbrite.com/e/learn-how-to-achieve-your-100-mind-potential-tickets-445068591137?aff=ebdssbdestsearch
Dairy Industry Conference & Exhibition,unknown,online,free,Dairy Industry Conference & Exhibition price free mode online,https://www.eventbrite.co.uk/e/dairy-industry-conference-exhibition-tickets-1979288409915?aff=ebdssbdestsearch
Brodcom Spring Boot Certification Exam preparation,unknown,online,free,Brodcom Spring Boot Certification Exam preparation price free mode online,https://www.eventbrite.com/e/brodcom-spring-boot-certification-exam-preparation-tickets-1980370474399?aff=ebdssbdestsearch
Oracle Java 21 Certification Exam preparation,unknown,online,free,Oracle Java 21 Certification Exam preparation price free mode online,https://www.eventbrite.com/e/oracle-java-21-certification-exam-preparation-tickets-1980363784389?aff=ebdssbdestsearch
Master Stress Management & Focus for High-Pressure Tech Careers,Feb 21 from 6pm to 7pm GMT+5:30,online,free,Master Stress Management & Focus for High-Pressure Tech Careers price free mode online,https://www.eventbrite.com/e/master-stress-management-focus-for-high-pressure-tech-careers-tickets-1979959790031?aff=ebdssbdestsearch
DataMites Data Science Course in Chennai,Feb 18 from 10am to 12pm GMT+5:30,online,paid,DataMites Data Science Course in Chennai price paid mode online,https://www.eventbrite.com/e/datamites-data-science-course-in-chennai-tickets-1980168071005?aff=ebdssbdestsearch
New Delhi 2026 Venture Capital World Summit,Oct 9 from 1pm to 6pm GMT+5:30,online,paid,New Delhi 2026 Venture Capital World Summit price paid mode online,https://www.eventbrite.com/e/new-delhi-2026-venture-capital-world-summit-tickets-1968718246271?aff=ebdssbdestsearch
Delhi Social and Political Walk,unknown,online,paid,Delhi Social and Political Walk price paid mode online,https://www.eventbrite.es/e/delhi-social-and-political-walk-tickets-1278009804729?aff=ebdssbdestsearch
DataMites Python Course in Pune,Jan 19 from 8:30am to 12pm GMT+5:30,online,free,DataMites Python Course in Pune price free mode online,https://www.eventbrite.com/e/datamites-python-course-in-pune-tickets-1980766387586?aff=ebdssbdestsearch
Generative Zine Jam : A hands-on workshop on Zine making,Jan 29 from 11am to 2pm GMT+5:30,online,free,Generative Zine Jam : A hands-on workshop on Zine making price free mode online,https://www.eventbrite.com/e/generative-zine-jam-a-hands-on-workshop-on-zine-making-tickets-1979840912465?aff=ebdssbdestsearch
Analog Interaction with Light Art,Jan 30 from 4pm to 7:30pm GMT+5:30,online,free,Analog Interaction with Light Art price free mode online,https://www.eventbrite.com/e/analog-interaction-with-light-art-tickets-1979966150054?aff=ebdssbdestsearch
DataMites Data Science Courses in Hyderabad,Feb 21 from 10am to 12pm GMT+5:30,online,paid,DataMites Data Science Courses in Hyderabad price paid mode online,https://www.eventbrite.com/e/datamites-data-science-courses-in-hyderabad-tickets-1980358480525?aff=ebdssbdestsearch
SEO Cousre Free Training,Feb 27 from 10am to 12pm GMT+5:30,online,free,SEO Cousre Free Training price free mode online,https://www.eventbrite.com/e/seo-cousre-free-training-tickets-1980800716264?aff=ebdssbdestsearch
GCP Data Engineer FREE DEMO ON 21 JAN 2026,Feb 26 from 10am to 12pm GMT+5:30,online,free,GCP Data Engineer FREE DEMO ON 21 JAN 2026 price free mode online,https://www.eventbrite.com/e/gcp-data-engineer-free-demo-on-21-jan-2026-tickets-1980764717591?aff=ebdssbdestsearch
Free Demo on Azure Data Engineer Training on 19January2026 at 09:30am,Jan 19 from 9:30am to 11:30am PST,online,free,Free Demo on Azure Data Engineer Training on 19January2026 at 09:30am price free mode online,https://www.eventbrite.com/e/free-demo-on-azure-data-engineer-training-on-19january2026-at-0930am-tickets-1980763876074?aff=ebdssbdestsearch
"International Conference on Tourism, Transport, and Logistics ( ICTTL )",Mar 24 from 10am to 2pm GMT+5:30,online,free,"International Conference on Tourism, Transport, and Logistics ( ICTTL ) price free mode online",https://www.eventbrite.com/e/international-conference-on-tourism-transport-and-logistics-icttl-tickets-1270138120309?aff=ebdssbdestsearch
Women in Tech Mumbai - OutGeekWomen,unknown,online,free,Women in Tech Mumbai - OutGeekWomen price free mode online,https://www.eventbrite.com/e/women-in-tech-mumbai-outgeekwomen-tickets-1330287167729?aff=ebdssbdestsearch
India International Industrial Expo,Jan 16 at 10am to Jan 18 at 6pm PST,online,paid,India International Industrial Expo price paid mode online,https://www.eventbrite.com/e/india-international-industrial-expo-tickets-1642055665699?aff=ebdssbdestsearch
Bihar Medical Expo 2026,Nov 21 at 10am to Nov 23 at 6pm GMT+5:30,online,free,Bihar Medical Expo 2026 price free mode online,https://www.eventbrite.com/e/bihar-medical-expo-2026-tickets-1980244606926?aff=ebdssbdestsearch
Mumbai International Finance Expo,unknown,online,free,Mumbai International Finance Expo price free mode online,https://www.eventbrite.hk/e/mumbai-international-finance-expo-tickets-643572010207?aff=ebdssbdestsearch
Raspberry Pi Hands-On Build Day: IoT & Automation Workshop,Feb 14 at 9am GMT+5:30,online,free,Raspberry Pi Hands-On Build Day: IoT & Automation Workshop price free mode online,https://www.eventbrite.com/e/raspberry-pi-hands-on-build-day-iot-automation-workshop-tickets-1977178796003?aff=ebdssbdestsearch
Meeting the Challenge of Infectious Diseases in a Changing World,Oct 14 at 7am to Oct 16 at 5pm GMT+5:30,online,paid,Meeting the Challenge of Infectious Diseases in a Changing World price paid mode online,https://www.eventbrite.com/e/meeting-the-challenge-of-infectious-diseases-in-a-changing-world-tickets-1964572229423?aff=ebdssbdestsearch
International Conferences on Medical and Health Science ( ICMHS ),unknown,online,free,International Conferences on Medical and Health Science ( ICMHS ) price free mode online,https://www.eventbrite.com/e/international-conferences-on-medical-and-health-science-icmhs-tickets-1268199572059?aff=ebdssbdestsearch
TMD Workshop,Jan 24 from 6pm to 9pm GMT+5:30,online,free,TMD Workshop price free mode online,https://www.eventbrite.com/e/tmd-workshop-tickets-1980711497408?aff=ebdssbdestsearch
Business Transformation & Operational Excellence India Summit,Feb 19 from 10am to 9pm GMT+5:30,online,paid,Business Transformation & Operational Excellence India Summit price paid mode online,https://www.eventbrite.com/e/business-transformation-operational-excellence-india-summit-tickets-1401566275459?aff=ebdssbdestsearch
Gujarat Medical Expo 2026,Sep 25 at 10am to Sep 27 at 6pm GMT+5:30,online,free,Gujarat Medical Expo 2026 price free mode online,https://www.eventbrite.com/e/gujarat-medical-expo-2026-tickets-1980364091307?aff=ebdssbdestsearch
ORGANIC EXPO 2026,Feb 15 at 9am to Feb 17 at 6pm GMT+5:30,online,free,ORGANIC EXPO 2026 price free mode online,https://www.eventbrite.com/e/organic-expo-2026-tickets-1672534167719?aff=ebdssbdestsearch
Full Stack Python Coaching in Hyderabad,Dec 16 at 1:30am to Feb 15 at 11:30pm GMT+5:30,online,free,Full Stack Python Coaching in Hyderabad price free mode online,https://www.eventbrite.com/e/full-stack-python-coaching-in-hyderabad-tickets-1977872111729?aff=ebdssbdestsearch
Gyan museum artist walkthrough,Jan 28 from 7pm to 8pm GMT+5:30,online,free,Gyan museum artist walkthrough price free mode online,https://www.eventbrite.com/e/gyan-museum-artist-walkthrough-tickets-1979963496116?aff=ebdssbdestsearch
"AGRICULTURE Farm Management, Water& Energy Management",Aug 23 at 6am to Aug 25 at 9pm GMT+5:30,online,paid,"AGRICULTURE Farm Management, Water& Energy Management price paid mode online",https://www.eventbrite.com/e/agriculture-farm-management-water-energy-management-tickets-68605333399?aff=ebdssbdestsearch
Test Bug Creation,Dec 26 at 7am to Feb 27 at 10am GMT+5:30,online,paid,Test Bug Creation price paid mode online,https://www.eventbrite.com/e/test-bug-creation-tickets-1780253117999?aff=ebdssbdestsearch
DataMites - Data Science Institute in Bangalore,Jul 23 at 11:30am to Feb 23 at 1:30pm GMT+5:30,online,free,DataMites - Data Science Institute in Bangalore price free mode online,https://www.eventbrite.com/e/datamites-data-science-institute-in-bangalore-tickets-1421407180139?aff=ebdssbdestsearch
AI Full Stack Development Course in Madhapur,Dec 4 at 1am to Feb 4 at 11:30pm GMT+5:30,online,free,AI Full Stack Development Course in Madhapur price free mode online,https://www.eventbrite.com/e/ai-full-stack-development-course-in-madhapur-tickets-1976709542453?aff=ebdssbdestsearch
Data Science Institute in Mumbai,Nov 24 at 7am to Aug 24 at 9am GMT+5:30,online,free,Data Science Institute in Mumbai price free mode online,https://www.eventbrite.com/e/data-science-institute-in-mumbai-tickets-1973121186584?aff=ebdssbdestsearch
"Apex Venture & Tech Connect Days in Bengaluru, India",unknown,online,free,"Apex Venture & Tech Connect Days in Bengaluru, India price free mode online",https://www.eventbrite.com/e/apex-venture-tech-connect-days-in-bengaluru-india-tickets-1979008418453?aff=ebdssbdestsearch
PMP Training Bangalore | PMP Training Institutes Bangalore,unknown,online,free,PMP Training Bangalore | PMP Training Institutes Bangalore price free mode online,https://www.eventbrite.com/e/pmp-training-bangalore-pmp-training-institutes-bangalore-tickets-4343571740?aff=ebdssbdestsearch
PMP Training Classes Mumbai | PMP Training Mumbai | PMP Training Institutes Mumbai,unknown,online,free,PMP Training Classes Mumbai | PMP Training Mumbai | PMP Training Institutes Mumbai price free mode online,https://www.eventbrite.com/e/pmp-training-classes-mumbai-pmp-training-mumbai-pmp-training-institutes-mumbai-tickets-4352251702?aff=ebdssbdestsearch
Best Data science Institute in Indore,Dec 29 at 7am to Aug 29 at 9am GMT+5:30,online,free,Best Data science Institute in Indore price free mode online,https://www.eventbrite.com/e/best-data-science-institute-in-indore-tickets-1978099913089?aff=ebdssbdestsearch
TstEvent,Jun 5 at 7pm to Apr 9 at 10pm GMT+5:30,online,free,TstEvent price free mode online,https://www.eventbrite.com/e/tstevent-tickets-321674616437?aff=ebdssbdestsearch
PMP Certification at Chennai,unknown,online,free,PMP Certification at Chennai price free mode online,https://www.eventbrite.com/e/pmp-certification-at-chennai-tickets-4751625239?aff=ebdssbdestsearch
Top Data science institute in Coimbatore,Nov 29 at 2pm to Aug 29 at 4pm GMT+5:30,online,free,Top Data science institute in Coimbatore price free mode online,https://www.eventbrite.com/e/top-data-science-institute-in-coimbatore-tickets-1975739539147?aff=ebdssbdestsearch
Full Stack Developer Course Training in Bangalore,Jan 25 at 10am to Aug 29 at 12pm GMT+5:30,online,free,Full Stack Developer Course Training in Bangalore price free mode online,https://www.eventbrite.com/e/full-stack-developer-course-training-in-bangalore-tickets-1220357535239?aff=ebdssbdestsearch
Data Science Training Institute in Pune,Jul 28 at 7am to Mar 28 at 9am GMT+5:30,online,free,Data Science Training Institute in Pune price free mode online,https://www.eventbrite.com/e/data-science-training-institute-in-pune-tickets-1510085830369?aff=ebdssbdestsearch
DataMites - Data Science Offline Training in Bangalore,Jul 21 at 11:30am to Mar 21 at 1:30pm GMT+5:30,offline,free,DataMites - Data Science Offline Training in Bangalore price free mode online,https://www.eventbrite.com/e/datamites-data-science-offline-training-in-bangalore-tickets-1495781335239?aff=ebdssbdestsearch
Data Science Certification Training in Bangalore,Sep 22 at 11:30am to May 22 at 1:30pm GMT+5:30,online,free,Data Science Certification Training in Bangalore price free mode online,https://www.eventbrite.com/e/data-science-certification-training-in-bangalore-tickets-1680027269789?aff=ebdssbdestsearch
Join Biggest Community | Investors Founders | Pune | Online,Jan 21 from 12:30pm to 1:30pm GMT+5:30,online,free,Join Biggest Community | Investors Founders | Pune | Online price free mode online,https://www.eventbrite.com/e/join-biggest-community-investors-founders-pune-online-tickets-1566873333319?aff=ebdssbdestsearch
